Player,S#,Division,Tier,Position,Win %
tracer,42,A1,A,1,0.61
E.Honda,42,A1,A,2,0.56
RTT,42,A1,A,3,0.56
Mic Qsenoch,42,A1,A,4,0.51
Sicomatic,42,A1,A,5,0.44
xyrix,42,A1,A,6,0.44
crabcat2,42,A1,A,7,0.38
nasmith99,42,B1,B,1,0.7
Seprix,42,B1,B,2,0.65
wharf_rat,42,B1,B,3,0.53
swordfishtrombone,42,B1,B,4,0.4
bobbydj18,42,B1,B,5,0.37
singletee,42,B1,B,6,0.35
drsteelhammer,42,B2,B,1,0.75
Apostolosoruler,42,B2,B,2,0.58
Burning Skull,42,B2,B,3,0.46
nerdbound,42,B2,B,4,0.42
markus,42,B2,B,5,0.29
JNails,42,C1,C,1,0.6
pppppppppp,42,C1,C,2,0.5
pqr4,42,C1,C,3,0.5
aku chi,42,C1,C,4,0.5
Earl,42,C1,C,5,0.47
topher1588,42,C1,C,6,0.43
hakha3,42,C2,C,1,0.67
catoftheyear,42,C2,C,2,0.6
SimonWyeJR,42,C2,C,3,0.57
Cave-o-sapien,42,C2,C,4,0.47
tufftaeh,42,C2,C,5,0.37
schadd,42,C2,C,6,0.33
SamE,42,C3,C,1,0.75
Fircoal,42,C3,C,2,0.53
mikechike,42,C3,C,3,0.48
SearingSpear92,42,C3,C,4,0.47
Personman,42,C3,C,5,0.42
skumpy,42,C3,C,6,0.35
jonts,42,C4,C,1,0.58
amoffett11,42,C4,C,2,0.53
recycle_garbage,42,C4,C,3,0.52
Bryan,42,C4,C,4,0.5
Gazbag,42,C4,C,5,0.47
Jean-Michel,42,C4,C,6,0.4
Card Master,42,D1,D,1,0.67
terracubist,42,D1,D,2,0.57
sab4005,42,D1,D,3,0.55
dghunter79,42,D1,D,4,0.45
Sharur,42,D1,D,5,0.4
Appie459,42,D1,D,6,0.37
seanahan,42,D2,D,1,0.6
Lemonspawn,42,D2,D,2,0.52
ced,42,D2,D,3,0.52
rsilverstein12,42,D2,D,4,0.5
Jerrydot,42,D2,D,5,0.47
schaefersbetty,42,D2,D,6,0.4
eh1414,42,D3,D,1,0.7
nottoobad,42,D3,D,2,0.57
elia,42,D3,D,3,0.57
lrlusher,42,D3,D,4,0.53
catstealer419,42,D3,D,5,0.47
skizelo,42,D3,D,6,0.17
gamesou,42,D4,D,1,0.7
Paul Christiano,42,D4,D,2,0.6
nessuno,42,D4,D,3,0.5
tmoon33,42,D4,D,4,0.47
DaveDave,42,D4,D,5,0.37
Pico Paco,42,D4,D,6,0.37
sweetjohn33,42,E1,E,1,0.87
blablablabla,42,E1,E,2,0.53
Gordoo,42,E1,E,3,0.48
Natec654,42,E1,E,4,0.43
bumbugler,42,E1,E,5,0.35
crlundy,42,E1,E,6,0.33
Spiraler,42,E2,E,1,0.62
IbnSina,42,E2,E,2,0.6
hannibal6,42,E2,E,3,0.57
eskoglund,42,E2,E,4,0.53
bbetil,42,E2,E,5,0.42
MtMagus,42,E2,E,6,0.27
Ravenshard,42,E3,E,1,0.63
BradyBot,42,E3,E,2,0.52
pproteus,42,E3,E,3,0.52
kheldar,42,E3,E,4,0.52
bazkitcase5,42,E3,E,5,0.47
alibby1152,42,E3,E,6,0.35
Lapik32,42,E4,E,1,0.65
wmorgan,42,E4,E,2,0.63
Russ2,42,E4,E,3,0.58
jmjjmj,42,E4,E,4,0.47
kimmy314,42,E4,E,5,0.4
kubar,42,E4,E,6,0.27
theschnitz,42,E5,E,1,0.68
S_Smart,42,E5,E,2,0.63
Jeb,42,E5,E,3,0.55
UltimateGeek,42,E5,E,4,0.45
Minionpawn,42,E5,E,5,0.4
graceg,42,E5,E,6,0.28
khz,42,E6,E,1,0.77
heth,42,E6,E,2,0.63
The_Yeti,42,E6,E,3,0.55
MVP,42,E6,E,4,0.38
SSounder,42,E6,E,5,0.33
Smelly4_4,42,E6,E,6,0.33
JaCrispyKing,42,E7,E,1,0.7
chesstick,42,E7,E,2,0.57
namek,42,E7,E,3,0.5
mistgun,42,E7,E,4,0.47
TonyWild,42,E7,E,5,0.4
DasKommtDavon,42,E7,E,6,0.37
Neqativ,42,E8,E,1,0.68
assemble me,42,E8,E,2,0.63
Sharapopovamaria,42,E8,E,3,0.52
identisick,42,E8,E,4,0.42
Emeric,42,E8,E,5,0.38
Micha1980,42,E8,E,6,0.37
alion8me,42,F1,F,1,0.67
maxw1717,42,F1,F,2,0.65
PandaBearGuy,42,F1,F,3,0.53
billdacat,42,F1,F,4,0.47
Grafpaper,42,F1,F,5,0.42
madronefive,42,F1,F,6,0.27
oshiimine,42,F2,F,1,0.67
Lard Rattington,42,F2,F,2,0.63
Fullwagon,42,F2,F,3,0.53
Redly,42,F2,F,4,0.47
mindgames3530,42,F2,F,5,0.37
zipzip,42,F2,F,6,0.33
maltman,42,F3,F,1,0.73
fireonice,42,F3,F,2,0.7
unagi.don,42,F3,F,3,0.52
hezeheze,42,F3,F,4,0.48
melders,42,F3,F,5,0.3
Luther,42,F3,F,6,0.27
Chopalot3,42,F4,F,1,0.7
Valric,42,F4,F,2,0.6
icul,42,F4,F,3,0.6
mglagrla,42,F4,F,4,0.4
jdizzle111,42,F4,F,5,0.37
Moonshadow70,42,F4,F,6,0.33
sportingelijah,42,F5,F,1,0.63
byrne,42,F5,F,2,0.6
sillle14,42,F5,F,3,0.6
AlanDaTalon,42,F5,F,4,0.52
scottc,42,F5,F,5,0.33
GaryOfPgh2,42,F5,F,6,0.32
Iras42,42,F6,F,1,0.73
Sirz Benjie,42,F6,F,2,0.67
johntgrizzz,42,F6,F,3,0.58
NotAVan,42,F6,F,4,0.37
karenttrouble,42,F6,F,5,0.35
micahstairs,42,F6,F,6,0.3
blissfulmaestro,42,F7,F,1,0.7
Skr1mp,42,F7,F,2,0.52
missouriben,42,F7,F,3,0.52
snappyboi,42,F7,F,4,0.48
WillPower264,42,F7,F,5,0.42
hierarch,42,F7,F,6,0.37
Gregors67,42,F8,F,1,0.67
MunkFSH,42,F8,F,2,0.6
Hammer12,42,F8,F,3,0.53
rudeboy38,42,F8,F,4,0.5
bosmang39,42,F8,F,5,0.47
TrinaCat,42,F8,F,6,0.23
thetruequ,42,F9,F,1,0.83
real77,42,F9,F,2,0.56
khalnayak,42,F9,F,3,0.33
TeakPitkin,42,F9,F,4,0.28
TheBergster,42,F10,F,1,0.58
luckat,42,F10,F,2,0.58
Folivora,42,F10,F,3,0.56
ninjia3x,42,F10,F,4,0.4
catdontbark,42,F10,F,5,0.38
derpa,42,F11,F,1,0.63
yahas,42,F11,F,2,0.53
pianovince,42,F11,F,3,0.53
charstar5,42,F11,F,4,0.47
chocojoe,42,F11,F,5,0.43
Alex HR,42,F11,F,6,0.4
ravivas,42,F12,F,1,0.75
Mort,42,F12,F,2,0.58
Alipata,42,F12,F,3,0.42
Beachcomber,42,F12,F,4,0.42
andylatto,42,F12,F,5,0.33
Thabo,42,F13,F,1,0.63
robertox,42,F13,F,2,0.58
Gasku,42,F13,F,3,0.55
Titus,42,F13,F,4,0.48
Schlafi,42,F13,F,5,0.42
della,42,F13,F,6,0.33
BeXXsoR,42,F14,F,1,0.75
Raphy J,42,F14,F,2,0.6
Magyi,42,F14,F,3,0.48
LTaco,42,F14,F,4,0.46
Shiz,42,F14,F,5,0.21
Mollo8,42,G1,G,1,0.81
matt979,42,G1,G,2,0.52
tonyfig,42,G1,G,3,0.47
Hamlet the Dane,42,G1,G,4,0.29
Kangawu,42,G1,G,5,0.4
ZWade,42,G2,G,1,0.71
LukaL,42,G2,G,2,0.54
jerrod,42,G2,G,3,0.5
Annab492,42,G2,G,4,0.38
DerpKaiser,42,G2,G,5,0.38
grimace,42,G3,G,1,0.7
BigFarm,42,G3,G,2,0.6
Abraham190137,42,G3,G,3,0.57
Rwroberts23,42,G3,G,4,0.42
daniels,42,G3,G,5,0.42
jgoyes,42,G3,G,6,0.3
TeamOkay,42,G4,G,1,0.8
zsaffir,42,G4,G,2,0.6
lirek,42,G4,G,3,0.45
CoweringCow,42,G4,G,4,0.43
wwwdotwww,42,G4,G,5,0.38
windshowling,42,G4,G,6,0.33
gregsucks,42,G5,G,1,0.6
Xalin,42,G5,G,2,0.6
landonstryker,42,G5,G,3,0.5
woundedsatelite,42,G5,G,4,0.5
tnarg44,42,G5,G,5,0.47
the jesters girl,42,G5,G,6,0.33
Caetra,42,G6,G,1,0.58
madjs,42,G6,G,2,0.54
mcpep4b05,42,G6,G,3,0.5
WhiteCoco4U,42,G6,G,4,0.44
tgtaft,42,G6,G,5,0.44
Genny,42,G7,G,1,0.58
stonedmason,42,G7,G,1,0.58
joemar194,42,G7,G,3,0.48
erinblack,42,G7,G,4,0.48
srimeruva,42,G7,G,5,0.38
dittydotrose,42,G8,G,1,0.62
jdizzle,42,G8,G,2,0.57
mcicrs,42,G8,G,3,0.48
theshampooguy,42,G8,G,4,0.47
acourt01,42,G8,G,5,0.45
genomic_bisonte,42,G8,G,6,0.42
Kuo Chong Chin,42,G9,G,1,0.63
Eppob,42,G9,G,2,0.55
Takaron,42,G9,G,3,0.53
mikedolph,42,G9,G,4,0.47
dexterslab,42,G9,G,5,0.43
LovesTha,42,G9,G,6,0.38
ninjacreeper47,42,G10,G,1,0.54
nomi,42,G10,G,2,0.52
Malta,42,G10,G,3,0.5
PoPo66000,42,G10,G,4,0.48
Yoyomann,42,G10,G,5,0.46
CharlesVane,42,G11,G,1,0.63
Clawmac_Attack,42,G11,G,2,0.57
BoarderBee,42,G11,G,3,0.55
doldendude,42,G11,G,4,0.45
Alice_in_Dystopia,42,G11,G,5,0.43
tiegerstochter,42,G11,G,6,0.37
malgorza,42,G12,G,1,0.6
Druidas,42,G12,G,2,0.53
louda,42,G12,G,3,0.53
Julu,42,G12,G,4,0.53
Plazek,42,G12,G,5,0.43
Hoffi1210,42,G12,G,6,0.37
fika monster,42,G13,G,1,0.9
sparrowhawk73,42,G13,G,2,0.52
snoozle,42,G13,G,3,0.47
Dominanz,42,G13,G,4,0.43
bonxie,42,G13,G,5,0.4
cruiskeen,42,G13,G,6,0.28
catmom,42,H1,H,1,0.69
jystringham,42,H1,H,2,0.67
ComoCake,42,H1,H,3,0.5
gsusie1,42,H1,H,4,0.35
arjunnagpal,42,H1,H,5,0.29
Kroupmastaflex,42,H2,H,1,0.63
LunarLynx498,42,H2,H,2,0.6
Swoosh,42,H2,H,3,0.58
Manfredmouthbot,42,H2,H,4,0.52
lauram283,42,H2,H,5,0.42
DefMike,42,H2,H,6,0.25
Long Con,42,H3,H,1,0.63
bradh333,42,H3,H,2,0.56
Dominion Beast,42,H3,H,3,0.53
ineffabilliken,42,H3,H,4,0.43
ConundrumofEsoterica,42,H3,H,5,0.39
bsweet,42,H3,H,6,0.45
Scobud27,42,H4,H,1,0.68
zk1,42,H4,H,2,0.62
blakewain,42,H4,H,3,0.6
yodofrna,42,H4,H,4,0.47
bradchoosefi,42,H4,H,5,0.4
YodWisdom,42,H4,H,6,0.23
bz1,42,H5,H,1,0.68
Chambeco,42,H5,H,2,0.63
Cait2244,42,H5,H,3,0.48
Kyle01,42,H5,H,4,0.47
vmaria22,42,H5,H,5,0.4
SaraCV,42,H5,H,6,0.33
violaninja,42,H6,H,1,0.78
mattmm,42,H6,H,2,0.6
troth20,42,H6,H,3,0.45
Thertas,42,H6,H,4,0.4
rla841,42,H6,H,5,0.38
isiahw1,42,H6,H,6,0.38
Smogilski,42,H7,H,1,0.65
cfred,42,H7,H,2,0.6
tattema,42,H7,H,3,0.57
Elboy522,42,H7,H,4,0.5
pacman1837,42,H7,H,5,0.4
farrmich,42,H7,H,6,0.28
Baseball man,42,H8,H,1,0.73
jrh150482,42,H8,H,2,0.57
agreatnate,42,H8,H,3,0.48
treyisajedi98,42,H8,H,4,0.43
ger128,42,H8,H,5,0.4
WesSpice,42,H8,H,6,0.38
geokarlaw,42,H9,H,1,0.63
hgilfix,42,H9,H,2,0.53
derpeon,42,H9,H,3,0.53
FrYoungtrad,42,H9,H,4,0.53
Donkey-Dude,42,H9,H,5,0.52
CrystalMath,42,H9,H,6,0.25
Prismatic70,42,H10,H,1,0.59
mmtimko,42,H10,H,2,0.54
Cashus,42,H10,H,3,0.42
MaoMaster51,42,H10,H,4,0.4
ClumsyDragon,42,H10,H,5,0.58
MuensterCheese,42,H11,H,1,0.6
ygo_pro,42,H11,H,2,0.54
bubblovat,42,H11,H,3,0.48
youknowthisisgg666,42,H11,H,4,0.44
chalupco,42,H11,H,5,0.44
AlexShapiro,42,H12,H,1,0.67
schnaigs,42,H12,H,2,0.57
dendanskemand,42,H12,H,3,0.53
hylian_marq,42,H12,H,4,0.48
rockitman,42,H12,H,5,0.4
Whapperson,42,H12,H,6,0.35
iBuildFences,42,H13,H,1,0.8
Theman0613,42,H13,H,2,0.62
gregdlewis,42,H13,H,3,0.52
ramyad,42,H13,H,4,0.5
trashpanda97,42,H13,H,5,0.3
dfodavid,42,H13,H,6,0.27
Darkwrath,42,H14,H,1,0.67
Mackattack2,42,H14,H,2,0.63
zevisgreat,42,H14,H,3,0.52
Gledze,42,H14,H,4,0.5
OddWaller,42,H14,H,5,0.37
instock_item,42,H14,H,6,0.32
lorderu,42,H15,H,1,0.58
tidothegreat,42,H15,H,2,0.58
shortysax,42,H15,H,3,0.53
UNBR34K4BL3,42,H15,H,4,0.47
DaveDude,42,H15,H,5,0.43
SamSmith2505,42,H15,H,6,0.4
UncleBoonmee,42,H16,H,1,0.77
mozviking,42,H16,H,2,0.55
billchu13,42,H16,H,3,0.53
jarhill0,42,H16,H,4,0.5
scarbu,42,H16,H,5,0.37
Shundijr,42,H16,H,6,0.28
gswang,42,H17,H,1,0.61
yukkiboi,42,H17,H,2,0.5
jennels,42,H17,H,3,0.5
Dbloslim,42,H17,H,4,0.39
jtrupiano,42,H18,H,1,0.71
wfuller92,42,H18,H,2,0.54
michaelprints,42,H18,H,3,0.54
Steelers987,42,H18,H,4,0.38
trollolol,42,H18,H,5,0.33
Zodians,42,H19,H,1,0.67
GrassWonder,42,H19,H,2,0.6
Jev989,42,H19,H,3,0.43
anirb1nag,42,H19,H,4,0.42
Branbles,42,H19,H,5,0.33
alunik,42,H19,H,6,0.56
Lukas567,42,H20,H,1,0.72
cyberlady,42,H20,H,2,0.63
TheMooche,42,H20,H,3,0.52
eddwhite1,42,H20,H,4,0.48
StavroX,42,H20,H,5,0.33
Lipo12,42,H20,H,6,0.32
Thommyp,42,H21,H,1,0.67
pwu55,42,H21,H,2,0.6
Fraethy,42,H21,H,3,0.6
sgraaf,42,H21,H,4,0.48
Mythrix,42,H21,H,5,0.37
zonnestraal,42,H21,H,6,0.28
PaisTheou,42,H22,H,1,0.65
noisenow42,42,H22,H,2,0.5
mkatzman,42,H22,H,3,0.5
nrichardson,42,H22,H,4,0.46
hobitermes,42,H22,H,5,0.4
cofa,42,H23,H,1,0.8
-Ali-,42,H23,H,2,0.68
Setupfire,42,H23,H,3,0.58
ejnotts,42,H23,H,4,0.43
miso70,42,H23,H,5,0.33
Hannes Hognert,42,H23,H,6,0.17
Joeljoeljoel,42,H24,H,1,0.58
Zeej96,42,H24,H,2,0.5
GayAndSebastian,42,H24,H,3,0.42
watuLammini,42,H25,H,1,0.78
miked1991,42,H25,H,2,0.61
Cattallia,42,H25,H,3,0.33
Aventador18,42,H25,H,4,0.28
Nono13,42,H26,H,1,0.71
Toomzor,42,H26,H,2,0.58
Usernamegottaken,42,H26,H,3,0.46
Murmelchen,42,H26,H,4,0.43
Streicher,42,H26,H,5,0.34
ampersandyyy,42,H26,H,6,0.41
capriCORN,42,I1,I,1,0.6
Ramius1212,42,I1,I,2,0.56
FartMaster4000,42,I1,I,3,0.55
EuphoricStorm,42,I1,I,4,0.37
danielbyrch,42,I1,I,5,0.31
eaterpoosack,42,I1,I,6,0.66
IamAnoob1,42,I2,I,1,0.78
knoxpa,42,I2,I,2,0.7
ProvincialEstate,42,I2,I,3,0.47
Mcklunkey_,42,I2,I,4,0.43
cdloomis,42,I2,I,5,0.35
tribonk,42,I2,I,6,0.27
reuv,42,I3,I,1,0.62
supernick,42,I3,I,2,0.6
Cyrusro,42,I3,I,3,0.55
iloveprolog,42,I3,I,4,0.45
HeadMeatball,42,I3,I,5,0.43
nickdude54,42,I3,I,6,0.35
fydorm,42,I4,I,1,0.75
Mr.Awesome1212,42,I4,I,2,0.63
Mutteasy,42,I4,I,3,0.48
Tom Hanks,42,I4,I,4,0.42
SaintlyPear,42,I4,I,5,0.23
phillipvn1,42,I5,I,1,0.58
roeroe,42,I5,I,2,0.57
BudOnElm,42,I5,I,3,0.48
meston77,42,I5,I,4,0.48
usnoberger,42,I5,I,5,0.45
Witz,42,I5,I,6,0.43
Turbalence,42,I6,I,1,0.65
justnord,42,I6,I,2,0.53
Snowdrop,42,I6,I,3,0.52
Eli5000,42,I6,I,4,0.43
Chamoose,42,I6,I,5,0.43
jccross,42,I6,I,6,0.43
NateTheSnake,42,I7,I,1,0.72
nibbit,42,I7,I,2,0.63
Jimbuck,42,I7,I,3,0.53
cmhagen83,42,I7,I,4,0.47
kevindrives,42,I7,I,5,0.43
LaZamacuca,42,I7,I,6,0.22
adambyars,42,I8,I,1,0.77
Tarmogoyf,42,I8,I,2,0.6
bell22,42,I8,I,3,0.48
6k3w7iv5tg28,42,I8,I,4,0.43
chiefsalsa,42,I8,I,5,0.38
BloodPlum,42,I8,I,6,0.33
justanTru,42,I9,I,1,0.67
shmooly375,42,I9,I,2,0.55
walesfourever,42,I9,I,3,0.5
danielpbarron,42,I9,I,4,0.46
dimdog,42,I9,I,5,0.43
ADandD2E,42,I9,I,6,0.31
BSplitt,42,I10,I,1,0.67
Snyderman67,42,I10,I,2,0.58
BennyT,42,I10,I,3,0.58
RainbowChalice,42,I10,I,4,0.53
SmoothJimmyApollo,42,I10,I,5,0.5
ElledeVee,42,I10,I,6,0.13
rbaily,42,I11,I,1,0.87
gomez70,42,I11,I,2,0.69
raymoondoo,42,I11,I,3,0.33
marva613,42,I11,I,4,0.19
instaham,42,I11,I,5,0.22
domplopper,42,I12,I,1,0.7
mikemcgeezy,42,I12,I,2,0.67
talflon,42,I12,I,3,0.55
AHNorris21,42,I12,I,4,0.5
cestwho,42,I12,I,5,0.3
paul giamatti esq.,42,I12,I,6,0.28
iMonster,42,I13,I,1,0.72
elzorro,42,I13,I,2,0.68
nightflower2008,42,I13,I,3,0.52
karinalovely,42,I13,I,4,0.31
tastehumanity,42,I13,I,5,0.3
FerPhilia,42,I13,I,6,0.42
KateYoak,42,I14,I,1,0.67
Flatirons,42,I14,I,2,0.53
einahpets11,42,I14,I,3,0.5
edred,42,I14,I,4,0.47
Piratecon,42,I14,I,5,0.42
mbp,42,I14,I,6,0.42
Friartuck,42,I15,I,1,0.58
froco93,42,I15,I,2,0.57
kkelley15,42,I15,I,3,0.53
caitlesmcgee,42,I15,I,4,0.5
sovereignator,42,I15,I,5,0.43
paigeer,42,I15,I,6,0.38
Alaskrod,42,I16,I,1,0.52
hughythegreat,42,I16,I,2,0.49
UeQuetus,42,I16,I,3,0.46
rodgort,42,I16,I,4,0.63
Martinw269,42,I16,I,5,0.5
bruhmoment123,42,I16,I,6,0.41
colin_loves_hunter,42,I17,I,1,0.69
exfret,42,I17,I,2,0.58
Mcyewfly,42,I17,I,3,0.56
Otrucol717,42,I17,I,4,0.42
dkelley15,42,I17,I,5,0.25
oldmandennis,42,I18,I,1,0.61
quejebo,42,I18,I,2,0.55
Voonie,42,I18,I,3,0.48
Scwhite3,42,I18,I,4,0.39
tiff,42,I18,I,5,0.46
meexwaal,42,I19,I,1,0.75
mc3037,42,I19,I,2,0.7
pb_arson,42,I19,I,3,0.57
ThisIsJustin,42,I19,I,4,0.38
kretchde,42,I19,I,5,0.3
trisarahtops3,42,I19,I,6,0.3
Samothy,42,I20,I,1,0.67
Ruapadi,42,I20,I,2,0.63
praneet,42,I20,I,3,0.5
gagan94,42,I20,I,4,0.48
Anitka,42,I20,I,5,0.23
josiris,42,I21,I,1,0.77
shoelegend88,42,I21,I,2,0.53
LaBaguette,42,I21,I,3,0.5
dinadan,42,I21,I,4,0.5
Martin Redsport,42,I21,I,5,0.42
CaptainHorizons,42,I21,I,6,0.28
FWood,42,I22,I,1,0.79
Goody2shoes15,42,I22,I,2,0.5
grebst,42,I22,I,3,0.5
goofy2074,42,I22,I,4,0.5
Thinpaddy,42,I22,I,5,0.21
EmilyFD,42,I23,I,1,0.72
Rotte,42,I23,I,2,0.59
Medhavi,42,I23,I,3,0.52
cas_par,42,I23,I,4,0.34
aastar,42,I23,I,5,0.33
Ganeas,42,I23,I,6,0.51
DDX Frog,42,I24,I,1,0.79
messijessi,42,I24,I,2,0.51
seb-esperanto,42,I24,I,3,0.41
misakimi,42,I24,I,4,0.34
FX007,42,I24,I,5,0.43
kerhael,42,I25,I,1,0.69
JeroenR,42,I25,I,2,0.56
CamiKahze,42,I25,I,3,0.49
Beth,42,I25,I,4,0.37
KatieA,42,I25,I,5,0.31
Friedlaender,42,I25,I,6,0.67
Robert_OF,42,I26,I,1,0.63
iris88,42,I26,I,2,0.58
surviv0r,42,I26,I,3,0.52
CrazyDiamond8,42,I26,I,4,0.5
Wolfgang82,42,I26,I,5,0.27
chrismertens,42,I27,I,1,0.7
cavemanrot,42,I27,I,2,0.55
tdpf103,42,I27,I,3,0.52
kpk,42,I27,I,4,0.48
Ray-am83,42,I27,I,5,0.43
Bienchen1,42,I27,I,6,0.32
jaywood98,42,I28,I,1,0.63
hammerson66,42,I28,I,2,0.58
Kuehlwalda1973,42,I28,I,3,0.54
Lord Barrett,42,I28,I,4,0.54
tansy_tpot,42,I28,I,5,0.21
sameerkan,42,J1,J,1,0.67
emilyb231,42,J1,J,2,0.58
pres987,42,J1,J,3,0.57
RGriebling,42,J1,J,4,0.53
batmanthehorse,42,J1,J,5,0.43
dfran79,42,J1,J,6,0.22
DrMantisToboggan16,42,J2,J,1,0.79
paulski66,42,J2,J,2,0.58
Final_Thoughts,42,J2,J,3,0.46
invisibilya,42,J2,J,4,0.42
Kpecina,42,J2,J,5,0.25
Squonk2,42,J3,J,1,0.72
Bonjourfish,42,J3,J,2,0.65
nikeshsraj,42,J3,J,3,0.48
CastleLivery,42,J3,J,4,0.47
Barthir,42,J3,J,5,0.37
TheRealStathos,42,J3,J,6,0.32
Aharow21,42,J4,J,1,0.65
FJM,42,J4,J,2,0.63
ChancellorBillups,42,J4,J,3,0.46
Dilini,42,J4,J,4,0.4
natep1098,42,J4,J,5,0.38
gabesport,42,J5,J,1,0.73
petraarkanian18,42,J5,J,2,0.6
Rylion,42,J5,J,3,0.54
bjtait15,42,J5,J,4,0.44
Bmany,42,J5,J,5,0.19
chhfast,42,J6,J,1,0.71
shanuv,42,J6,J,2,0.7
Andybobob,42,J6,J,3,0.44
Hermetic,42,J6,J,4,0.21
Cal_Ripskin,42,J6,J,5,0.42
CheckSam,42,J7,J,1,0.8
willschubert,42,J7,J,2,0.62
Nikkicola11,42,J7,J,3,0.5
PaulaF42,42,J7,J,4,0.42
AnUncivilEngineer,42,J7,J,5,0.4
valociraptor,42,J7,J,6,0.27
gz,42,J8,J,1,0.58
Lancero95,42,J8,J,2,0.5
neti3d,42,J8,J,3,0.42
AuD14,42,J9,J,1,0.67
Sweets786,42,J9,J,2,0.64
MadamMadcap81,42,J9,J,3,0.39
BadTulip,42,J9,J,4,0.31
ACuriousParadox,42,J10,J,1,0.73
Vegas20,42,J10,J,2,0.57
Itsyee,42,J10,J,3,0.55
Ebay313,42,J10,J,4,0.43
GreenAjah,42,J10,J,5,0.42
erind16,42,J10,J,6,0.3
t.mclaurin17,42,J11,J,1,0.68
The Educator,42,J11,J,2,0.6
severly,42,J11,J,3,0.53
catiemichelle,42,J11,J,4,0.48
Maarschalkfamily,42,J11,J,5,0.37
jcareaga,42,J11,J,6,0.33
torenx,42,J12,J,1,0.72
Cheshire554,42,J12,J,2,0.6
arusmahen,42,J12,J,3,0.47
Smithy711,42,J12,J,4,0.45
chs4esq,42,J12,J,5,0.4
Carlinhosadm,42,J12,J,6,0.37
BrandonAldrich,42,J13,J,1,0.84
cstollarch,42,J13,J,2,0.64
Hasan22,42,J13,J,3,0.47
pixelsnbits,42,J13,J,4,0.36
socally,42,J13,J,5,0.32
ath3na,42,J13,J,6,0.2
ygmath,42,J14,J,1,0.63
STAITHE,42,J14,J,2,0.56
ArcanumMage,42,J14,J,3,0.48
Homerow,42,J14,J,4,0.46
areeder808,42,J14,J,5,0.38
ceciliadoan,42,J15,J,1,0.77
Seereelen,42,J15,J,2,0.56
josephlaw,42,J15,J,3,0.48
byrdiegrey,42,J15,J,4,0.46
vietca,42,J15,J,5,0.23
HoboJon9000,42,J16,J,1,0.7
cj_punzalan,42,J16,J,2,0.62
poojakul,42,J16,J,3,0.42
jentastic10,42,J16,J,4,0.42
smithy987,42,J16,J,5,0.34
koalanpanda,42,J16,J,6,0.51
BoneyDanza,42,J17,J,1,0.67
M.O.A.T.,42,J17,J,2,0.6
Greta_X,42,J17,J,3,0.6
chiliflake,42,J17,J,4,0.57
Lil_Pistons,42,J17,J,5,0.3
MiesvanderRoll,42,J17,J,6,0.27
Matlock72,42,J18,J,1,0.69
Dinosaur,42,J18,J,2,0.54
Lowlofasho,42,J18,J,3,0.5
Bri823,42,J18,J,4,0.4
nanolola,42,J18,J,5,0.38
chadnov,42,J19,J,1,0.87
SayItWithYourChest,42,J19,J,2,0.8
Maleficent6,42,J19,J,3,0.43
BelleRose,42,J19,J,4,0.33
crazyjok3r,42,J19,J,5,0.32
fuzzfuzz13,42,J19,J,6,0.25
mayanator,42,J20,J,1,0.83
the_A_frame,42,J20,J,2,0.47
Zingaro,42,J20,J,3,0.41
towny95,42,J20,J,4,0.38
jmac651,42,J20,J,5,0.28
McDuggan33,42,J21,J,1,0.67
W1llowtr33,42,J21,J,2,0.65
Whomanist,42,J21,J,3,0.63
CF6,42,J21,J,4,0.4
proxynick,42,J21,J,5,0.37
rickistern,42,J21,J,6,0.28
RyphezHUN,42,J22,J,1,0.68
juke,42,J22,J,2,0.58
karinnl,42,J22,J,3,0.57
Marliz3e,42,J22,J,4,0.47
s_teve,42,J22,J,5,0.38
KypDurron62,42,J22,J,6,0.32
Renger69,42,J23,J,1,0.65
Altar Keane,42,J23,J,2,0.58
InspiringLeader,42,J23,J,3,0.56
CarstenG,42,J23,J,4,0.46
Daemonique333,42,J23,J,5,0.25
beardedslav,42,J24,J,1,0.63
sheilaz,42,J24,J,2,0.57
SmolSnekBean,42,J24,J,3,0.5
Nomis Retep,42,J24,J,4,0.48
MamaR,42,J24,J,5,0.43
cosmicspirit7,42,J24,J,6,0.38
I.am.Inevitable,42,J25,J,1,0.63
Ashmernyeah,42,J25,J,2,0.63
EoSBamsi,42,J25,J,3,0.6
hevsdefevs,42,J25,J,4,0.38
Cobbo,42,J25,J,5,0.27
Zaiting,42,J26,J,1,0.83
zwiebacke,42,J26,J,2,0.56
Elviernestocajugar,42,J26,J,3,0.42
CatwithaK,42,J26,J,4,0.42
Margo,42,J26,J,5,0.27
Poetje,42,J27,J,1,0.7
avgdoodle,42,J27,J,2,0.53
EmmiPlays2000,42,J27,J,3,0.52
Soerenrocks,42,J27,J,4,0.5
Jani1801,42,J27,J,5,0.4
Kgoule,42,J27,J,6,0.35
Sniperbob,42,P1,P,1,0.91
uExitus,42,P1,P,2,0.55
Johnny420,42,P1,P,3,0.5
DFT Frost,42,P1,P,4,0.39
CaptainDeadpool,42,P1,P,5,0.21
dftstray,42,P1,P,6,0.41
IzzyTheWizzy,42,P2,P,1,0.52
NotoriousFate,42,P2,P,2,0.48
Yugspy,42,P2,P,3,0.54
Fazal Bhai,42,P2,P,4,0.46
skpetroff,42,P3,P,1,0.68
